id,title,field_model,field_resource_type,field_display_hints,field_member_of,field_edtf_date_created,field_subject,field_rights,field_description_long,file,field_related_item_boolean,field_related_item_type,field_related_item_title,field_identifier,field_linked_agent
202,Little Buffalo Creek Bridge,Image,Still Image,Open Seadragon,2083,10/15/35,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Bridge over Little Buffalo Creek, Union County, Pennsylvania, situated at a junction in the Buffalo Creek. View is west side of the north end. Located on the U. S. Penitentiary Grounds.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_059.jpg,1,host,MS 80 Nelson F. Davis Collection,3955306,relators:pht:472^|.|^relators:pbl:471
203,Little Buffalo Creek Bridge,Image,Still Image,Open Seadragon,2083,10/15/35,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Interior of the  bridge over Little Buffalo Creek, Union County, Pennsylvania  near Lewisburg, Pa. Span is 40 feet long. Located on the  U. S. Penitentiary grounds. This bridge was recently restored (1961) by U. S. Penitentiary personnel as a ""museum piece."" </p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_060.jpg,1,host,MS 80 Nelson F. Davis Collection,3955307,relators:pht:472^|.|^relators:pbl:471
204,White Deer Creek Bridge,Image,Still Image,Open Seadragon,2083,9/17/35,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Over the White Deer Creek, Union County, Pennsylvania,  near the ""Old Furnace."" Span is 60 feet.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_061.jpg,1,host,MS 80 Nelson F. Davis Collection,3955308,relators:pht:472^|.|^relators:pbl:471
205,White Deer Creek Bridge,Image,Still Image,Open Seadragon,2083,9/17/35,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Side view of the bridge over White Deer Creek, Union County, Pennsylvania, near the ""Old Iron Furnace."" </p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_062.jpg,1,host,MS 80 Nelson F. Davis Collection,3955309,relators:pht:472^|.|^relators:pbl:471
206,White Deer Creek Bridge,Image,Still Image,Open Seadragon,2083,9/17/35,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Interior of bridge over White Deer Creek near the ""Old Iron Furnace."" Span of 60 feet constructed of oak timbers by the German, Mr. Carpenter, in about 1880&nbsp;-&nbsp;1885.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_063.jpg,1,host,MS 80 Nelson F. Davis Collection,3955310,relators:pht:472^|.|^relators:pbl:471
207,White Deer Creek Bridge,Image,Still Image,Open Seadragon,2083,9/17/35,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Bridge over the White Deer Creek, Union County, Pennsylvania, near the #10 School House.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_064.jpg,1,host,MS 80 Nelson F. Davis Collection,3955311,relators:pht:472^|.|^relators:pbl:471
208,White Deer Creek Bridge,Image,Still Image,Open Seadragon,2083,9/17/35,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Interior of bridge over White Deer Creek near #10 School House, Union County, Pa. Span is 60 feet long.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_065.jpg,1,host,MS 80 Nelson F. Davis Collection,3955312,relators:pht:472^|.|^relators:pbl:471
209,White Deer Hole Creek Bridge,Image,Still Image,Open Seadragon,2083,9/17/35,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Bridge over the White Deer Hole Creek or Spring Creek, Spring Garden, Union County, Pennsylvania that was 90 to 100 feet in length.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_066.jpg,1,host,MS 80 Nelson F. Davis Collection,3955313,relators:pht:472^|.|^relators:pbl:471
210,White Deer Hole Creek Bridge,Image,Still Image,Open Seadragon,2083,9/17/35,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Interior of the bridge over the White Deer Hole Creek, Spring Garden, Union County, Pennsylvania with a span of 100 feet long.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_067.jpg,1,host,MS 80 Nelson F. Davis Collection,3955314,relators:pht:472^|.|^relators:pbl:471
211,Penn's Creek Bridge,Image,Still Image,Open Seadragon,2083,9/17/35,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Exterior of the bridge over Penn's Creek at Millmont, Union County, Pennsylvania with a span of 180 feet.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_068.jpg,1,host,MS 80 Nelson F. Davis Collection,3955315,relators:pht:472^|.|^relators:pbl:471
212,Penn's Creek Bridge,Image,Still Image,Open Seadragon,2083,9/17/35,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Interior of the bridge over Penn's Creek at Millmont, Union County, Pennsylvania having a span of 180 feet and constructed of Pennsylvania white pine.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_069.jpg,1,host,MS 80 Nelson F. Davis Collection,3955316,relators:pht:472^|.|^relators:pbl:471
213,Penn's Creek Bridge,Image,Still Image,Open Seadragon,2083,9/17/35,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Bridge over Penn's Creek at Glen Iron, Union County, Pennsylvania.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_070.jpg,1,host,MS 80 Nelson F. Davis Collection,3955317,relators:pht:472^|.|^relators:pbl:471
214,Delaware Run Bridge,Image,Still Image,Open Seadragon,2083,9/17/35,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Exterior view of the bridge over Delaware Run at Dewart, Union County Pennsylvania.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_071.jpg,1,host,MS 80 Nelson F. Davis Collection,3955318,relators:pht:472^|.|^relators:pbl:471
215,Delaware Run Bridge,Image,Still Image,Open Seadragon,2083,9/17/35,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Interior of the bridge over Delaware Run, Dewart in Northumberland County, Pennsylvania with a span of approximately 55 feet long.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_072.jpg,1,host,MS 80 Nelson F. Davis Collection,3955319,relators:pht:472^|.|^relators:pbl:471
216,Rishel or Giffen Bridge,Image,Still Image,Open Seadragon,2083,4/9/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Rishel Bridge or Giffen Bridge (the later is the ""old"" name) over the Chillisquaque Creek, Northumberland County, Pennsylvania, near the Sodom or  the Chillisquaque Schoolhouse an eight-cornered building on  Route 45, 2 miles east of Montandon. Also called . Bridge was over a 100 years old at the time of Nelson F. Davis' 1936 photograph. Charles Kline lived in the old Rishel home on the right side of the photograph.  </p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_073.jpg,1,host,MS 80 Nelson F. Davis Collection,3955320,relators:pht:472^|.|^relators:pbl:471
217,Rishel or Giffen Bridge,Image,Still Image,Open Seadragon,2083,4/9/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Interior of the Rishel Bridge or Giffen Bridge (the later is the ""old"" name) over Chillisquaque Creek, near the Sodom Schoolhouse, also known as the Chillisquaque Schoolhouse, on Route 45, two miles east of Montandon, Northumberland County, Pennsylvania. Photograph view is looking to the west. Nelson F. Davis, the photographer, notes that the photograph was taken in the fog.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_074.jpg,1,host,MS 80 Nelson F. Davis Collection,3955321,relators:pht:472^|.|^relators:pbl:471
218,Chillisquaque Creek Bridge,Image,Still Image,Open Seadragon,2083,9/17/35,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Over Chillisquaque Creek,  Montour County, Pennsylvania, in Liberty Township near Pottsgrove.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_075.jpg,1,host,MS 80 Nelson F. Davis Collection,3955322,relators:pht:472^|.|^relators:pbl:471
219,Chillisquaque Creek Bridge,Image,Still Image,Open Seadragon,2083,9/17/35,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Bridge over the Chillisquaque Creek near Pottsgrove in Liberty Township, Northumberland County, Pennsylvania. </p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_076.jpg,1,host,MS 80 Nelson F. Davis Collection,3955323,relators:pht:472^|.|^relators:pbl:471
220,Chillisquaque Creek Bridge,Image,Still Image,Open Seadragon,2083,9/17/35,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Interior of the bridge over Chillisquaque Creek, Montour County, Pennsylvania, near Pottsgrove.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_077.jpg,1,host,MS 80 Nelson F. Davis Collection,3955324,relators:pht:472^|.|^relators:pbl:471
221,Chillisquaque Creek Bridge,Image,Still Image,Open Seadragon,2083,12/25/35,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>East entrance to the bridge over Chillisquaque Creek near Washingtonville, Montour County, Pennsylvania, with Francis M. Davis' car.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_078.jpg,1,host,MS 80 Nelson F. Davis Collection,3955325,relators:pht:472^|.|^relators:pbl:471
222,Perkiomen Creek Bridge,Image,Still Image,Open Seadragon,2083,12/6/35,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Interior view of the bridge over the Perkiomen Creek at Minnehaha Chopping Mills, Montgomery County, Pennsylvania. The bridge was a lattice girder bridge consisting of four spans and was erected in 1833.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_079.jpg,1,host,MS 80 Nelson F. Davis Collection,3955326,relators:pht:472^|.|^relators:pbl:471
223,Perkiomen Creek Bridge,Image,Still Image,Open Seadragon,2083,12/6/35,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Exterior of the bridge over the Perkiomen Creek at Minnehaha Chopping Mills, Montgomery County, Pennsylvania with a span of 110 paces long or 301 feet.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_080.jpg,1,host,MS 80 Nelson F. Davis Collection,3955327,relators:pht:472^|.|^relators:pbl:471
224,Manatawny Creek Bridge,Image,Still Image,Open Seadragon,2083,12/6/35,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Bridge over the Manatawny Creek near Boyertown, Berks County, Pennsylvania  with  a color of whitish yellow. Built in 1852. </p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_081.jpg,1,host,MS 80 Nelson F. Davis Collection,3955328,relators:pht:472^|.|^relators:pbl:471
225,Stout's Ferry Bridge,Image,Still Image,Open Seadragon,2083,12/6/35,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Exterior of Stout's Ferry Bridge over Schuylkill River, Berks County, Pennsylvania, with a towpath on each side. </p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_082.jpg,1,host,MS 80 Nelson F. Davis Collection,3955329,relators:pht:472^|.|^relators:pbl:471
226,Stout's Ferry Bridge,Image,Still Image,Open Seadragon,2083,12/6/35,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Interior of Stout's Ferry Bridge over the Schuylkill River, Berks County, Pennsylvania, having a span of 90 paces long.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_083.jpg,1,host,MS 80 Nelson F. Davis Collection,3955330,relators:pht:472^|.|^relators:pbl:471
227,Schuylkill Bridge,Image,Still Image,Open Seadragon,2083,12/6/35,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Schuylkill Bridge at Mohrsville, Berks County, Pennsylvania, which was a toll bridge that was washed away in the 1850 flood and rebuilt soon after.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_084.jpg,1,host,MS 80 Nelson F. Davis Collection,3955331,relators:pht:472^|.|^relators:pbl:471
228,Schuylkill Bridge,Image,Still Image,Open Seadragon,2083,12/6/35,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Schuylkill Bridge at Shoemakersville near Reading, Berks County, Pennsylvania. The woman in the toll house was born and lived there for over 75 years. The bridge was old when she was a girl.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_085.jpg,1,host,MS 80 Nelson F. Davis Collection,3955332,relators:pht:472^|.|^relators:pbl:471
229,Schuylkill Bridge,Image,Still Image,Open Seadragon,2083,12/6/35,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Interior of the Schuylkill Bridge at Shoemakersville, near Reading, Berks County, Pennsylvania with a span of 72 paces long.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_086.jpg,1,host,MS 80 Nelson F. Davis Collection,3955333,relators:pht:472^|.|^relators:pbl:471
230,Rolling Mill Bridge,Image,Still Image,Open Seadragon,2083,12/6/35,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Rolling Mill Bridge over the Schuylkill River near Port Clinton, Schuylkill County, Pennsylvania, with a span of 40 paces long. Noted on back of photograph: ""Mill-Dale Station on the Reading Railroad."" The white pine siding boards which were 12 to 14 inches wide by 1 1/4 inches thick.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_087.jpg,1,host,MS 80 Nelson F. Davis Collection,3955334,relators:pht:472^|.|^relators:pbl:471
231,McDevitt's Bridge,Image,Still Image,Open Seadragon,2083,11/24/35,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>McDevitt's Bridge over Standing Stone Creek, five miles from Huntingdon, Huntingdon County, Pennsylvania, was built in 1866 and was vacated at the time of the 1935 photograph.  The span was 40 paces long. Located close to the ""Sycamores"" cottage of George Beaver, Huntingdon, Pennsylvania.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_088.jpg,1,host,MS 80 Nelson F. Davis Collection,3955335,relators:pht:472^|.|^relators:pbl:471
232,McDevitt's Bridge,Image,Still Image,Open Seadragon,2083,11/24/35,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Interior of McDevitt's Bridge over Standing Stone Creek five miles from Huntingdon, Pennsylvania.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_089.jpg,1,host,MS 80 Nelson F. Davis Collection,3955336,relators:pht:472^|.|^relators:pbl:471
233,Cornpropst Mills Bridge,Image,Still Image,Open Seadragon,2083,11/24/35,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Cornpropst Mills bridge over Standing Stone Creek, Huntingdon County, Pennsylvania. A stone in the wall is from an old mill nearby and is dated 1778. Photographed with Mr. Eyer and Robert.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_090.jpg,1,host,MS 80 Nelson F. Davis Collection,3955337,relators:pht:472^|.|^relators:pbl:471
234,Forge Bridge,Image,Still Image,Open Seadragon,2083,11/24/35,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Forge Bridge over Standing Stone Creek at Jackson's Corners, Huntingdon County, Pennsylvania, which was a very old bridge that was never painted.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_091.jpg,1,host,MS 80 Nelson F. Davis Collection,3955338,relators:pht:472^|.|^relators:pbl:471
235,Fuoss Mills Bridge,Image,Still Image,Open Seadragon,2083,11/24/35,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Bridge at Fuoss Mills over the Little Juniata River, Blair County, Pennsylvania. The legend in the gable-end reads, ""Five dollars fine for riding or driving over this bridge fast than a walk, 1874."" The bridge was never painted.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_092.jpg,1,host,MS 80 Nelson F. Davis Collection,3955339,relators:pht:472^|.|^relators:pbl:471
236,Logan Mills Covered Bridge,Image,Still Image,Open Seadragon,2083,6/21/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>At Logan Mills, over Fishing Creek, Clinton County, Pennsylvania. Built circa 1873. 20 paces long.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_001.jpg,1,host,MS 80 Nelson F. Davis Collection,3955248,relators:pht:472^|.|^relators:pbl:471
237,Logan Mills Covered Bridge,Image,Still Image,Open Seadragon,2083,6/21/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Interior of bridge at Logan Mills, over Fishing Creek, Clinton County, Pennsylvania. Bridge is 63 years old and 20 paces long.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_002.jpg,1,host,MS 80 Nelson F. Davis Collection,3955249,relators:pht:472^|.|^relators:pbl:471
238,Logan Mills Covered Bridge,Image,Still Image,Open Seadragon,2083,6/21/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Between Eastville and Carroll, over Fishing Creek, Clinton County, Pennsylvania. Bridge is 15 paces long.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_003.jpg,1,host,MS 80 Nelson F. Davis Collection,3955250,relators:pht:472^|.|^relators:pbl:471
239,Logan Mills Covered Bridge,Image,Still Image,Open Seadragon,2083,6/21/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Between Eastville and Carroll, over Fishing Creek, Clinton County, Pennsylvania. Bridge is 45 feet long and made of hewn timber and wooden pegs.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_004.jpg,1,host,MS 80 Nelson F. Davis Collection,3955251,relators:pht:472^|.|^relators:pbl:471
240,Forksville Covered Bridge,Image,Still Image,Open Seadragon,2083,6/19/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Between Forksville and Hillsgrove, over Loyalsock Creek, Sullivan County. Posted notice: ""All persons are forbidden to drive or lead any animals over this bridge faster than a walk or to drive more than 15 head of cattle, horses, or mules thereon at one time or to carry fire thereon except in a safe vessel under a penalty of not less than six dollars or more than 30 dollars for each offense.""</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_005.jpg,1,host,MS 80 Nelson F. Davis Collection,3955252,relators:pht:472^|.|^relators:pbl:471
241,Forksville Covered Bridge,Image,Still Image,Open Seadragon,2083,6/14/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>At Forksville, over Loyalsock Creek near Methodist Church, Sullivan County, Pennsylvania. Bridges is 60 paces long.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_006.jpg,1,host,MS 80 Nelson F. Davis Collection,3955253,relators:pht:472^|.|^relators:pbl:471
242,Nordmont Covered Bridge,Image,Still Image,Open Seadragon,2083,6/19/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>At Nordmont, over Muncy Creek, Sullivan County, Pennsylvania. Bridge was built about 1884 and is 25 paces long.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_007.jpg,1,host,MS 80 Nelson F. Davis Collection,3955254,relators:pht:472^|.|^relators:pbl:471
243,Nordmont Covered Bridge,Image,Still Image,Open Seadragon,2083,6/19/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>At Nordmont, over Muncy Creek. Bridge was built about 1884 and is 25 paces long.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_008.jpg,1,host,MS 80 Nelson F. Davis Collection,3955255,relators:pht:472^|.|^relators:pbl:471
244,Sonestown Covered Bridge,Image,Still Image,Open Seadragon,2083,6/19/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>At Sonestown, over Muncy Creek, Sullivan County, Pennsylvania. Bridge was built in 1873 by Millwright John F. Hazen, and is 37 paces long.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_009.jpg,1,host,MS 80 Nelson F. Davis Collection,3955256,relators:pht:472^|.|^relators:pbl:471
245,Sonestown Covered Bridge,Image,Still Image,Open Seadragon,2083,6/19/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>At Sonestown, over Muncy Creek, Sullivan County, Pennsylvania. Bridge was built in 1873 by Millwright John F. Hazen and is 37 paces long. Professor N. F. Davis is in center of the span.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_010.jpg,1,host,MS 80 Nelson F. Davis Collection,3955257,relators:pht:472^|.|^relators:pbl:471
246,Muncy Creek Bridge,Image,Still Image,Open Seadragon,2083,6/19/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Between Picture Rocks and Beech Glen, near Kedron Church over Muncy Creek, Lycoming County, Pennsylvania. Bridge is 32 paces long.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_011.jpg,1,host,MS 80 Nelson F. Davis Collection,3955258,relators:pht:472^|.|^relators:pbl:471
247,Colonel Farr's Bridge,Image,Still Image,Open Seadragon,2083,6/19/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Colonel Farr's Bridge, near Lairdsville over Little Muncy Creek, Lycoming County, Pennsylvania. Bridge is over 100 years old and was built by Colonel Farr with only a ""ten foot pole"" with which to measure. Bridge is 17 paces long and is now called Frazier's Bridge.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_012.jpg,1,host,MS 80 Nelson F. Davis Collection,3955259,relators:pht:472^|.|^relators:pbl:471
248,Shoemaker's Bridge,Image,Still Image,Open Seadragon,2083,6/19/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Shoemaker's Bridge above Clarkstown over Little Muncy Creek, Lycoming County, Pennsylvania. Bridge is 35 paces long and 75 years old.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_013.jpg,1,host,MS 80 Nelson F. Davis Collection,3955260,relators:pht:472^|.|^relators:pbl:471
249,Kremer Bridge,Image,Still Image,Open Seadragon,2083,6/18/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Kremer Bridge in Greenwood Township over Muddy Run, Columbia County, Pennsylvania. Bridge is 15 paces long.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_014.jpg,1,host,MS 80 Nelson F. Davis Collection,3955261,relators:pht:472^|.|^relators:pbl:471
